,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
201,2,TABANAN,-15,107,26,1703,1,61,12,1871,2020-12-25,0,21,0,10,12,1840,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,429.37,14.0,275.3853673985033,8.857142857142858,2.032606283179429,0.2857142857142857,3.2128292863158716,3.26,-0.25,9
202,3,BADUNG,1,288,33,2692,2,58,36,3038,2020-12-25,0,27,2,13,34,2998,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,493.86,9.43,585.2250190198131,13.428571428571429,2.1829822138040647,0.5714285714285714,1.5329644248213437,1.91,8.0,1
203,4,DENPASAR,-3,225,14,4187,1,100,12,4512,2020-12-25,0,48,0,46,12,4418,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,513.25,11.38,136.50355250495394,15.0,1.7062944063119243,0.7142857142857143,1.2945086895886466,2.22,11.0,8
204,5,GIANYAR,7,151,8,2045,1,79,16,2275,2020-12-25,0,29,0,25,16,2221,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,459.85,15.97,323.40938170190145,17.0,3.436224680582703,0.8571428571428571,3.228029891112104,3.47,7.0,4
205,6,BANGLI,-1,28,2,873,0,38,1,939,2020-12-25,0,58,0,4,1,877,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,422.07,17.08,44.94907270063019,15.0,6.742360905094529,0.7142857142857143,7.677301617267636,4.05,-0.9333333333333333,2
206,7,KLUNGKUNG,0,14,0,940,0,22,0,976,2020-12-25,0,19,0,2,0,955,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,555.89,12.53,0.0,15.0,8.543454859232341,0.7142857142857143,7.136632625745416,2.25,,7
207,8,KARANGASEM,3,16,0,988,0,51,3,1055,2020-12-25,0,23,0,0,3,1032,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,258.27,12.49,73.44174967624429,11.428571428571429,2.7977809400474016,0.7142857142857143,3.0576248448543035,4.83,-0.8928571428571429,6
208,9,BULELENG,-9,63,13,1229,0,66,4,1358,2020-12-25,0,41,0,13,4,1304,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,210.25,10.22,61.92976236001938,10.285714285714286,1.5924796035433557,0.5714285714285714,1.5823054282984954,4.86,-0.6666666666666667,3
209,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-25,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.142857142857143,,0.2857142857142857,,2.04,-1.0,0
210,1,JEMBRANA,-7,80,8,733,2,20,3,833,2020-12-26,0,26,0,19,3,788,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,306.9,7.37,110.5285845341036,3.857142857142857,1.4210818011527606,0.42857142857142855,2.7153188933878116,2.4,-0.75,5
211,2,TABANAN,5,112,23,1726,1,62,29,1900,2020-12-26,0,21,0,10,29,1869,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,436.03,14.23,665.5146378797162,5.714285714285714,1.311358892373825,0.42857142857142855,3.2656114817339184,3.26,0.8125,9
212,3,BADUNG,9,297,17,2709,1,59,27,3065,2020-12-26,1,28,1,14,25,3023,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,498.25,9.59,438.9187642648598,9.428571428571429,1.5327321926709392,0.5714285714285714,1.5589744256666687,1.92,26.0,1
213,4,DENPASAR,-1,224,27,4214,0,100,26,4538,2020-12-26,0,48,5,51,21,4439,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,516.21,11.38,295.7576970940669,13.142857142857142,1.4950389083875908,0.5714285714285714,1.2945086895886466,2.2,inf,8
214,5,GIANYAR,-3,148,14,2059,0,79,11,2286,2020-12-26,0,29,0,25,11,2232,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,462.07,15.97,222.34394992005724,14.285714285714286,2.887583765195549,0.5714285714285714,3.228029891112104,3.46,2.6666666666666665,4
215,6,BANGLI,-3,25,3,876,0,38,0,939,2020-12-26,0,58,0,4,0,877,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,422.07,17.08,0.0,13.714285714285714,6.164444256086425,0.5714285714285714,7.677301617267636,4.05,-1.0,2
216,7,KLUNGKUNG,-2,12,2,942,0,22,0,976,2020-12-26,0,19,0,2,0,955,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,555.89,12.53,0.0,13.714285714285714,7.811158728440998,0.5714285714285714,7.136632625745416,2.25,,7
217,8,KARANGASEM,-1,15,1,989,0,51,0,1055,2020-12-26,0,23,0,0,0,1032,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,258.27,12.49,0.0,13.285714285714286,3.252420342805104,0.2857142857142857,3.0576248448543035,4.83,-1.0,6
218,9,BULELENG,-9,54,9,1238,0,66,0,1358,2020-12-26,0,41,0,13,0,1304,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,210.25,10.22,0.0,9.142857142857142,1.4155374253718715,0.14285714285714285,1.5823054282984954,4.86,-1.0,3
219,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-26,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.285714285714286,,0.0,,2.04,-1.0,0
220,1,JEMBRANA,-11,69,11,744,0,20,0,833,2020-12-27,0,26,0,19,0,788,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,306.9,7.37,0.0,1.5714285714285714,0.578959252321495,0.0,2.7153188933878116,2.4,-1.0,5
221,2,TABANAN,-8,104,23,1749,0,62,15,1915,2020-12-27,0,21,2,12,13,1882,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,439.47,14.23,344.2317092481291,2.142857142857143,0.4917595846401844,0.0,3.2656114817339184,3.24,0.36363636363636354,9
222,3,BADUNG,-25,272,37,2746,0,59,12,3077,2020-12-27,0,28,1,15,11,3034,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,500.2,9.59,195.07500633993772,3.857142857142857,0.6270268060926569,0.0,1.5589744256666687,1.92,inf,1
223,4,DENPASAR,-2,222,13,4227,1,101,12,4550,2020-12-27,0,48,1,52,11,4450,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,517.58,11.49,136.50355250495394,5.571428571428571,0.6337664937730004,0.14285714285714285,1.307021515234934,2.22,inf,8
224,5,GIANYAR,3,151,10,2069,0,79,13,2299,2020-12-27,0,29,0,25,13,2245,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,464.7,15.97,262.77012263279494,7.428571428571429,1.5015435579016854,0.14285714285714285,3.228029891112104,3.44,inf,4
225,6,BANGLI,0,25,0,876,1,39,1,940,2020-12-27,0,58,0,4,1,878,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,422.52,17.53,44.94907270063019,7.571428571428571,3.403286933047714,0.2857142857142857,7.879572444420472,4.15,inf,2
226,7,KLUNGKUNG,2,14,0,942,0,22,2,978,2020-12-27,0,19,0,2,2,957,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,557.03,12.53,113.91273145643123,7.857142857142857,4.475143021502655,0.2857142857142857,7.136632625745416,2.25,inf,7
227,8,KARANGASEM,3,18,0,989,0,51,3,1058,2020-12-27,0,23,0,0,3,1035,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,259.0,12.49,73.44174967624429,8.285714285714286,2.0283911815343663,0.2857142857142857,3.0576248448543035,4.82,inf,6
228,9,BULELENG,3,57,4,1242,1,67,8,1366,2020-12-27,0,41,0,13,8,1312,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,211.49,10.37,123.85952472003876,7.285714285714286,1.1280063858432101,0.42857142857142855,1.6055290891835021,4.9,-0.4666666666666667,3
229,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-27,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.571428571428571,,0.42857142857142855,,2.04,-1.0,0
230,1,JEMBRANA,-15,54,23,767,1,21,9,842,2020-12-28,0,26,0,19,9,797,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,310.22,7.74,331.5857536023108,5.142857142857143,1.8947757348703476,0.42857142857142855,2.851637480979873,2.49,-0.25,5
231,2,TABANAN,3,107,16,1765,0,62,19,1934,2020-12-28,0,21,1,13,18,1900,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,443.83,14.23,436.02683171429686,6.0,1.3769268369925165,0.42857142857142855,3.2656114817339184,3.21,0.46153846153846145,9
232,3,BADUNG,-7,265,25,2771,1,60,19,3096,2020-12-28,0,28,1,16,18,3052,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,503.29,9.75,308.8687600382347,8.571428571428571,1.3933929024281264,0.42857142857142855,1.584984426511994,1.94,18.0,1
233,4,DENPASAR,17,239,36,4263,2,103,55,4605,2020-12-28,0,48,7,59,48,4498,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,523.83,11.72,625.6412823143722,16.142857142857142,1.8362977896499755,0.7142857142857143,1.3331846961317169,2.24,26.5,8
234,5,GIANYAR,25,176,10,2079,0,79,35,2334,2020-12-28,0,29,2,27,33,2278,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,471.77,15.97,707.4580224729095,20.714285714285715,4.186996459533546,0.7142857142857143,3.228029891112104,3.38,10.666666666666666,4
235,6,BANGLI,-12,13,12,888,0,39,0,940,2020-12-28,0,58,0,4,0,878,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,422.52,17.53,0.0,19.571428571428573,8.797175657123338,0.5714285714285714,7.879572444420472,4.15,-1.0,2
236,7,KLUNGKUNG,-1,13,2,944,0,22,1,979,2020-12-28,0,19,0,2,1,958,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,557.6,12.53,56.956365728215616,19.714285714285715,11.228540672133935,0.5714285714285714,7.136632625745416,2.25,inf,7
237,8,KARANGASEM,0,18,0,989,0,51,0,1058,2020-12-28,0,23,0,0,0,1035,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,259.0,12.49,0.0,18.428571428571427,4.511421765826435,0.42857142857142855,3.0576248448543035,4.82,-1.0,6
238,9,BULELENG,-7,50,7,1249,0,67,0,1366,2020-12-28,0,41,0,13,0,1312,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,211.49,10.37,0.0,15.714285714285714,2.432954949857904,0.42857142857142855,1.6055290891835021,4.9,-1.0,3
239,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-28,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,13.0,,0.2857142857142857,,2.04,-1.0,0
240,1,JEMBRANA,8,59,5,776,2,23,15,858,2020-12-30,0,26,0,19,15,813,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,316.11,8.47,552.6429226705179,7.285714285714286,2.6842656243996585,0.2857142857142857,3.1205903700128585,2.68,-0.7272727272727273,5
241,2,TABANAN,-2,130,27,1812,1,63,26,2005,2020-12-30,0,21,-1,14,27,1970,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,460.12,14.46,596.6682960300905,6.0,1.3769268369925165,0.42857142857142855,3.318393677151965,3.14,-0.2571428571428571,9
242,3,BADUNG,20,278,14,2830,2,62,36,3170,2020-12-30,0,28,0,17,36,3125,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,515.32,10.08,585.2250190198131,11.142857142857142,1.8114107731565643,0.7142857142857143,1.6386300532554767,1.96,inf,1
243,4,DENPASAR,17,261,28,4344,3,107,48,4712,2020-12-30,0,48,4,71,44,4593,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,536.0,12.17,546.0142100198158,17.857142857142858,2.031302864657053,1.1428571428571428,1.3843735283210745,2.27,47.0,8
244,5,GIANYAR,-5,174,18,2110,0,80,13,2364,2020-12-30,0,29,1,28,12,2307,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,477.84,16.17,262.77012263279494,19.714285714285715,3.9848655959698576,1.1428571428571428,3.268456063824842,3.38,inf,4
245,6,BANGLI,-2,11,5,893,0,39,3,943,2020-12-30,0,58,0,4,3,881,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,423.87,17.53,134.84721810189058,20.142857142857142,9.054027501126939,1.1428571428571428,7.879572444420472,4.14,inf,2
246,7,KLUNGKUNG,7,23,2,949,0,22,9,994,2020-12-30,0,19,0,2,9,973,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,566.15,12.53,512.6072915539405,21.428571428571427,12.20493551318906,1.1428571428571428,7.136632625745416,2.21,inf,7
247,8,KARANGASEM,-1,18,0,989,1,52,0,1059,2020-12-30,0,23,0,0,0,1036,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,259.25,12.73,0.0,19.285714285714285,4.72125533632999,1.0,3.116378244595299,4.91,-1.0,6
248,9,BULELENG,-1,51,8,1260,0,67,7,1378,2020-12-30,0,41,0,13,7,1324,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,213.35,10.37,108.37708413003392,16.571428571428573,2.5656615834865173,0.8571428571428571,1.6055290891835021,4.86,-0.7307692307692308,3
249,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-30,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.428571428571429,,0.5714285714285714,,2.04,-1.0,0
250,1,JEMBRANA,26,85,9,785,1,24,36,894,2020-12-31,0,26,0,19,36,849,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,329.38,8.84,1326.343014409243,9.714285714285714,3.579020832532878,0.2857142857142857,3.256908957604919,2.68,-0.25,5
251,2,TABANAN,8,138,31,1843,0,63,39,2044,2020-12-31,0,21,0,14,39,2009,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,469.07,14.46,895.0024440451357,13.428571428571429,3.081693397078489,0.2857142857142857,3.318393677151965,3.08,2.0,9
252,3,BADUNG,3,281,18,2848,2,64,23,3193,2020-12-31,0,28,1,18,22,3147,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,519.06,10.4,373.8937621515472,16.285714285714285,2.64744651461344,0.5714285714285714,1.6906500549461265,2.0,6.666666666666667,1
253,4,DENPASAR,20,281,27,4371,0,107,47,4759,2020-12-31,0,48,4,75,43,4636,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,541.35,12.17,534.6389139777364,21.714285714285715,2.4700642834229765,0.5714285714285714,1.3843735283210745,2.25,4.222222222222222,8
254,5,GIANYAR,8,182,8,2118,1,81,17,2381,2020-12-31,0,29,0,28,17,2324,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,481.27,16.37,343.6224680582703,24.142857142857142,4.880016563180478,0.5714285714285714,3.3088822365375794,3.4,inf,4
255,6,BANGLI,0,11,1,894,0,39,1,944,2020-12-31,0,58,0,4,1,882,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,424.32,17.53,44.94907270063019,23.285714285714285,10.466712643146742,0.5714285714285714,7.879572444420472,4.13,-0.8571428571428572,2
256,7,KLUNGKUNG,-2,21,3,952,0,22,1,995,2020-12-31,0,19,1,3,0,973,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,566.72,12.53,56.956365728215616,23.428571428571427,13.344062827753369,0.5714285714285714,7.136632625745416,2.21,inf,7
257,8,KARANGASEM,13,31,1,990,0,52,14,1073,2020-12-31,1,24,2,2,11,1047,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,262.68,12.73,342.72816515580666,20.285714285714285,4.966061168584137,0.42857142857142855,3.116378244595299,4.85,-0.6111111111111112,6
258,9,BULELENG,-1,50,1,1261,0,67,0,1378,2020-12-31,0,41,0,13,0,1324,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,213.35,10.37,0.0,14.714285714285714,2.2781305439578556,0.42857142857142855,1.6055290891835021,4.86,-1.0,3
259,10,KABUPATEN LAINNYA,1,2,0,47,0,1,1,50,2020-12-31,0,5,0,31,1,14,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.571428571428571,,0.14285714285714285,,2.0,-0.9565217391304348,0
260,1,JEMBRANA,4,89,1,786,1,25,6,900,2021-01-01,0,26,0,19,6,855,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,331.59,9.21,221.0571690682072,5.714285714285714,2.1053063720781635,0.2857142857142857,3.3932275451969804,2.78,-0.8723404255319149,5
261,2,TABANAN,-3,135,19,1862,0,63,16,2060,2021-01-01,0,21,0,14,16,2025,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,472.74,14.46,367.1804898646711,5.571428571428571,1.2785749200644796,0.14285714285714285,3.318393677151965,3.06,-0.05882352941176472,9
262,3,BADUNG,6,287,27,2875,0,64,33,3226,2021-01-01,0,28,3,21,30,3177,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,524.43,10.4,536.4562674348286,10.142857142857142,1.648848267873283,0.14285714285714285,1.6906500549461265,1.98,32.0,1
263,4,DENPASAR,-3,278,20,4391,0,107,17,4776,2021-01-01,0,48,0,75,17,4653,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,543.28,12.17,193.3800327153514,12.428571428571429,1.4137867938013087,0.14285714285714285,1.3843735283210745,2.24,16.0,8
264,5,GIANYAR,0,182,15,2133,0,81,15,2396,2021-01-01,0,29,1,29,14,2338,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,484.31,16.37,303.1962953455326,12.571428571428571,2.541073713372083,0.14285714285714285,3.3088822365375794,3.38,0.0714285714285714,4
265,6,BANGLI,-1,10,1,895,0,39,0,944,2021-01-01,0,58,0,4,0,882,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,424.32,17.53,0.0,12.571428571428571,5.6507405680792235,0.14285714285714285,7.879572444420472,4.13,,2
266,7,KLUNGKUNG,3,24,0,952,0,22,3,998,2021-01-01,0,19,0,3,3,976,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,568.42,12.53,170.86909718464685,12.857142857142858,7.322961307913436,0.14285714285714285,7.136632625745416,2.2,2.0,7
267,8,KARANGASEM,1,32,1,991,0,52,2,1075,2021-01-01,0,24,0,2,2,1049,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,263.17,12.73,48.96116645082952,12.285714285714286,3.0076145105509564,0.0,3.116378244595299,4.84,-0.6666666666666667,6
268,9,BULELENG,0,50,9,1270,0,67,9,1387,2021-01-01,0,41,3,16,6,1330,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,214.74,10.37,139.3419653100436,11.285714285714286,1.747304009443404,0.0,1.6055290891835021,4.83,-0.4375,3
269,10,KABUPATEN LAINNYA,0,2,0,47,0,1,0,50,2021-01-01,0,5,0,31,0,14,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.571428571428571,,0.0,,2.0,-1.0,0
270,1,JEMBRANA,-16,73,22,808,0,25,6,906,2021-01-02,0,26,0,19,6,861,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,333.8,9.21,221.0571690682072,5.0,1.8421430755683932,0.0,3.3932275451969804,2.76,-0.6470588235294117,5
271,2,TABANAN,26,161,19,1881,1,64,46,2106,2021-01-02,0,21,1,15,45,2070,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,483.3,14.69,1055.6439083609293,9.428571428571429,2.1637421724168115,0.14285714285714285,3.3711758725700114,3.04,2.066666666666667,9
272,3,BADUNG,17,304,37,2912,0,64,54,3280,2021-01-02,0,28,1,22,53,3230,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,533.21,10.4,877.8375285297196,17.142857142857142,2.786785804856253,0.14285714285714285,1.6906500549461265,1.95,inf,1
273,4,DENPASAR,15,293,25,4416,1,108,41,4817,2021-01-02,0,48,5,80,36,4689,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,547.95,12.29,466.3871377252593,22.571428571428573,2.567566820926515,0.2857142857142857,1.39802388357157,2.24,12.666666666666666,8
274,5,GIANYAR,-3,179,9,2142,2,83,8,2404,2021-01-02,0,29,1,30,7,2345,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,485.92,16.78,161.70469085095073,23.428571428571427,4.7356373749206995,0.5714285714285714,3.391755890598692,3.45,3.0,4
275,6,BANGLI,-2,8,2,897,0,39,0,944,2021-01-02,0,58,0,4,0,882,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,424.32,17.53,0.0,22.142857142857142,9.953008955139541,0.5714285714285714,7.879572444420472,4.13,-1.0,2
276,7,KLUNGKUNG,4,28,0,952,0,22,4,1002,2021-01-02,0,19,1,4,3,979,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,570.7,12.53,227.82546291286246,22.714285714285715,12.937231643980404,0.5714285714285714,7.136632625745416,2.2,inf,7
277,8,KARANGASEM,4,36,1,992,0,52,5,1080,2021-01-02,0,24,0,2,5,1054,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,264.39,12.73,122.4029161270738,22.571428571428573,5.525617356593618,0.5714285714285714,3.116378244595299,4.81,-0.16666666666666663,6
278,9,BULELENG,-13,37,13,1283,1,68,1,1388,2021-01-02,0,41,0,16,1,1331,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,214.9,10.53,15.482440590004845,16.142857142857142,2.4993082666722106,0.5714285714285714,1.63030099412751,4.9,-0.9782608695652174,3
279,10,KABUPATEN LAINNYA,0,2,0,47,0,1,0,50,2021-01-02,0,5,0,31,0,14,0,0,Kabupaten lainnya,,,,,,,,,,,,,,8.428571428571429,,0.5714285714285714,,2.0,-1.0,0
280,1,JEMBRANA,-3,70,4,812,0,25,1,907,2021-01-03,0,26,0,19,1,862,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,334.16,9.21,36.842861511367865,2.7142857142857144,1.0000205267371278,0.42857142857142855,3.3932275451969804,2.76,-0.975609756097561,5
